Date,Open,High,Low,Close,Adj Close,Volume
9/10/2018,11570.25,11573,11427.29981,11438.09961,11438.09961,286700
9/11/2018,11476.84961,11479.40039,11274,11287.5,11287.5,0
9/12/2018,11340.09961,11380.75,11250.2002,11369.90039,11369.90039,268200
9/14/2018,11443.5,11523.25,11430.54981,11515.2002,11515.2002,276600
9/17/2018,11464.9502,11464.9502,11366.90039,11377.75,11377.75,201400
9/18/2018,11381.54981,11411.4502,11268.9502,11278.90039,11278.90039,240900
9/19/2018,11326.65039,11332.04981,11210.90039,11234.34961,11234.34961,250600
9/21/2018,11271.29981,11346.79981,10866.4502,11143.09961,11143.09961,719000
9/24/2018,11164.40039,11170.15039,10943.59961,10967.40039,10967.40039,0
9/25/2018,10969.9502,11080.59961,10882.84961,11067.4502,11067.4502,405000
9/26/2018,11145.54981,11145.54981,10993.04981,11053.79981,11053.79981,340500
9/27/2018,11079.79981,11089.4502,10953.34961,10977.54981,10977.54981,405700
9/28/2018,11008.09961,11034.09961,10850.29981,10930.4502,10930.4502,478100
10/1/2018,10930.90039,11035.65039,10821.54981,11008.29981,11008.29981,387000
10/3/2018,10982.7002,10989.04981,10843.75,10858.25,10858.25,386800
10/4/2018,10754.7002,10754.7002,10547.25,10599.25,10599.25,425100
10/5/2018,10514.09961,10540.65039,10261.90039,10316.4502,10316.4502,606400
10/8/2018,10310.15039,10398.34961,10198.40039,10348.04981,10348.04981,0
